Time	Position_lat	Position_lng	Accelerometer_x	Accelerometer_y	Accelerometer_z	Gyroscope_x	Gyroscope_y	Gyroscope_z	Magnetometer_x	Magnetometer_y	Magnetometer_z
2017-08-17 18:12:40.026822	lat	lng	0.009521484375	0.01025390625	0.993408203125	2.732824427480916	-0.10687022900763359	0.8396946564885496	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.055867	lat	lng	0.01416015625	0.012939453125	0.9990234375	2.732824427480916	-3.9083969465648853	0.7480916030534351	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.075605	lat	lng	0.010986328125	0.010986328125	1.00048828125	2.7786259541984735	-0.24427480916030533	0.7938931297709924	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.093326	lat	lng	0.0107421875	0.01318359375	0.997802734375	2.6106870229007635	-0.10687022900763359	0.8091603053435115	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.111969	lat	lng	0.009521484375	0.01513671875	1.00341796875	2.5343511450381677	0.13740458015267176	0.7480916030534351	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.128706	lat	lng	0.00732421875	0.0166015625	0.99658203125	2.6106870229007635	0.04580152671755725	0.5038167938931297	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.146037	lat	lng	0.011474609375	0.015625	0.99658203125	2.549618320610687	-0.0916030534351145	0.8244274809160306	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.163118	lat	lng	0.01171875	0.013427734375	1.00146484375	2.6106870229007635	-0.16793893129770993	0.6106870229007634	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.179698	lat	lng	0.01220703125	0.016845703125	0.99755859375	2.427480916030534	-0.22900763358778625	0.9618320610687023	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.202409	lat	lng	0.00927734375	0.013671875	1.0	2.717557251908397	-0.07633587786259542	0.7938931297709924	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.222444	lat	lng	0.008056640625	0.013671875	1.0	2.50381679389313	0.16793893129770993	0.7786259541984732	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.240899	lat	lng	0.0107421875	0.015869140625	0.99853515625	2.7022900763358777	0.13740458015267176	0.7480916030534351	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.259297	lat	lng	0.011474609375	0.01806640625	1.0	2.687022900763359	-0.22900763358778625	0.6717557251908397	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.277504	lat	lng	0.01123046875	0.01513671875	0.994873046875	2.6564885496183206	0.13740458015267176	0.5801526717557252	144.6	120.6	-52.199999999999996
2017-08-17 18:12:40.295961	lat	lng	0.006103515625	0.0126953125	0.997802734375	2.717557251908397	-0.04580152671755725	0.7786259541984732	144.6	120.6	-52.199999999999996
